date,cash,transaction_cost,market_value,total_value
2021-03-10,264460.8632,0.0,0.0,264460.8632
2021-03-11,264460.8632,0.0,0.0,264460.8632
2021-03-12,264460.8632,0.0,0.0,264460.8632
2021-03-15,264460.8632,0.0,0.0,264460.8632
2021-03-16,264460.8632,0.0,0.0,264460.8632
2021-03-17,264460.8632,0.0,0.0,264460.8632
2021-03-18,264460.8632,0.0,0.0,264460.8632
2021-03-19,264460.8632,0.0,0.0,264460.8632
2021-03-22,264460.8632,0.0,0.0,264460.8632
2021-03-23,264460.8632,0.0,0.0,264460.8632
2021-03-24,264460.8632,0.0,0.0,264460.8632
2021-03-25,264460.8632,0.0,0.0,264460.8632
2021-03-26,264460.8632,0.0,0.0,264460.8632
2021-03-29,2073.1208,209.7424,262178.0,264251.1208
2021-03-30,2073.1208,0.0,267546.0,269619.1208
2021-03-31,2073.1208,0.0,268522.0,270595.1208
2021-04-01,2073.1208,0.0,265716.0,267789.1208
2021-04-02,2073.1208,0.0,262300.0,264373.1208
2021-04-06,2073.1208,0.0,264496.0,266569.1208
2021-04-07,2073.1208,0.0,264008.0,266081.1208
2021-04-08,2073.1208,0.0,263032.0,265105.1208
2021-04-09,2073.1208,0.0,259860.0,261933.1208
2021-04-12,2073.1208,0.0,252540.0,254613.1208
2021-04-13,2073.1208,0.0,253516.0,255589.1208
2021-04-14,2073.1208,0.0,252174.0,254247.1208
2021-04-15,2073.1208,0.0,248392.0,250465.1208
2021-04-16,2073.1208,0.0,247172.0,249245.1208
2021-04-19,2073.1208,0.0,258030.0,260103.1208
2021-04-20,2073.1208,0.0,264618.0,266691.1208
2021-04-21,2073.1208,0.0,280722.0,282795.1208
2021-04-22,2073.1208,0.0,280356.0,282429.1208
2021-04-23,2073.1208,0.0,284138.0,286211.1208
2021-04-26,2073.1208,0.0,279868.0,281941.1208
2021-04-27,2073.1208,0.0,279868.0,281941.1208
2021-04-28,2073.1208,0.0,284870.0,286943.1208
2021-04-29,2073.1208,0.0,287798.0,289871.1208
2021-04-30,2073.1208,0.0,284138.0,286211.1208
2021-05-06,2073.1208,0.0,286700.0,288773.1208
2021-05-07,2073.1208,0.0,293410.0,295483.1208
2021-05-10,2073.1208,0.0,291092.0,293165.1208
2021-05-11,2073.1208,0.0,287066.0,289139.1208
2021-05-12,2073.1208,0.0,287310.0,289383.1208
2021-05-13,2073.1208,0.0,281454.0,283527.1208
2021-05-14,4269.1208,0.0,284504.0,288773.1208
2021-05-17,4269.1208,0.0,287920.0,292189.1208
2021-05-18,4269.1208,0.0,291580.0,295849.1208
2021-05-19,4269.1208,0.0,287920.0,292189.1208
2021-05-20,4269.1208,0.0,290604.0,294873.1208
2021-05-21,290331.2804,0.0,0.0,290331.2804
2021-05-24,290331.2804,0.0,0.0,290331.2804
2021-05-25,2281.0244,230.256,287820.0,290101.0244
2021-05-26,2281.0244,0.0,292617.0,294898.0244
2021-05-27,2281.0244,0.0,290043.0,292324.0244
2021-05-28,2281.0244,0.0,286650.0,288931.0244
2021-05-31,2281.0244,0.0,283140.0,285421.0244
2021-06-01,2281.0244,0.0,279864.0,282145.0244
